Review_Text,voted_up,Playtime_Minutes,Clean_Review,Topic_Category,Experience_Level,prompt_1_direct,prompt_2_justification,prompt_3_recommendation,ground_truth
"C 25 isn’t that bad either, but at the same time, it’s definitely not the huge EA “we reinvented football” whisper everyone has been hearing about all along. The gameplay has been made a bit more realistic – now your players won’t spin like Beyblades – but still, EA Sports doesn’t deprive you of those legendary moments when your defender politely lets your opponent pass through, saying “after you, pal.”

Passing, you know, is a good thing, but then again, good passing, but not good enough, it’s just disastrous, you know? One minute you’re playing tik-tak, and the next, your midfielder is kicking a ball like it’s headed for a NASA rocket through the centre-back of the other team.

Career Mode? Minor tweakage, but hardly anything to scream “wow.” Ultimate Team remains Ultimate Team—that is, it’s a blast, highly addictive, although somehow draining your wallet and soul simultaneously. Pro Clubs? Absolutely one of the better aspects, primarily if done with friends, in which case laughing at glitches is literally half the game.

Is there fulfillment of the expectations? Honestly — yes, and just. It's like it's upgraded from last year's model and not new and improved. If you are a fan of football games, then of course you'll play it. If you've been AWOL during the last launch of the game and missed it, then no worries. If you've been hoping for a change. then no way.",True,4002,can int that bad either but at the same time it definitely not the huge sport we reinvent football whisper everyone have be hear about all along the game play have be make a bit more realistic now your player wont spin like be blade but still sport do n't deprive you of those legendary moment when your defender politely let your opponent pas through say after you pal pass you know be a good thing but then again good passing but not good enough it just disastrous you know one minute your play tip take and the next your midfielder be kick a ball like it head for a casa rocket through the centre back of the other team Career Mode minor tweak age but hardly anything to scream wow Ultimate Team remain Ultimate Team that be it a blast highly addictive although somehow drain your wallet and soul simultaneously proclus absolutely one of the good aspect primarily if do with friend in which case laugh at glitch be literally half the game be there fulfilment of the expectation honestly yes and just it 's like it 's upgrade from last year model and not new and improve if you be a fan of football game then of course you 'll play it if you 've be awol during the last launch of the game and miss it then no worry if you 've be hop for a change then no way,Gameplay,Veteran (50+ hrs),Neutral,Neutral,Neutral,Neutral
"Same game. Same bugs. Same animations. New price.
Defenders are cones, goalkeepers are sunday league players, and passes are suggestions, not commands.

EA FC 25: pay full price to feel like you’re playing last year's but new kits.",False,6367,same game same bug same animation new price defender be cones goalkeeper be sunday league player and pass be suggestion not command sport for a pay full price to feel like your play last year but new kit,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
the game is laggy as hell bro. can't even play managerial career mode. they are focusing more on microtransactions and online mode and not the offline mode.,False,1910,the game be saggy a hell bro ca n't even play managerial Career Mode they be focus more on micro transaction and online mode and not the offline mode,Servers & Connection,Regular (10-50 hrs),Negative,Negative,Negative,Negative
"The game keeps crashing, at any point, sometimes after a few minutes, sometimes after 10 minutes. If I'm lucky, I can play a full game. EA's support is non-existent.",False,67135,the game keep crash at any point sometimes after a few minute sometimes after of minute if i 'm lucky i can play a full game a sport support be non existent,Ultimate Team,Veteran (50+ hrs),Negative,Negative,Negative,Negative
"I quite enjoy the gameplay of this game, but after FC26 was released, there were annoying ads that always appeared before playing this game about buying the latest version.

It's annoying, but at least if you disconnect from the internet, these ads won't appear. I don't play online, so being without the internet isn't a problem.",True,19700,i quite enjoy the game play of this game but after for a be release there be annoy ad that always appear before play this game about buy the late version it 's annoy but at least if you disconnect from the internet these ad wo n't appear i do n't play online so be without the internet be n't a problem,Servers & Connection,Veteran (50+ hrs),Neutral,Neutral,Neutral,Neutral
"Same game every year. Different number. This year it is 25 next year is gonna be 26 BUT buy it again!
With that said best football game for pc available!",False,5140,same game every year different number this year it be of next year be gon na be of but buy it again with that say best football game for pc available,General,Veteran (50+ hrs),Positive,Positive,Positive,Positive
"This game has very simple controls, it feels realistic, you can play offline or online whichever you prefer",True,655,this game have very simple control it feel realistic you can play offline or online whichever you prefer,Servers & Connection,Regular (10-50 hrs),Neutral,Neutral,Neutral,Neutral
"game have to much bugs wont work every time,sometimes i cant run the game,when im instal app for kits and logos game sometime work first time and when im quit the game i cant run again... So many problems every time,game is total tras....",False,4143,game have to much bug wont work every time sometimes i cant run the game when in instal app for kit and logos game sometime work first time and when in quit the game i cant run again so many problem every time game be total trans,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
Its fun and lots of good designs and gameplay,True,5230,it fun and lot of good design and game play,Gameplay,Veteran (50+ hrs),Positive,Neutral,Positive,Positive
"This review is only towards the career mode in FC25!

I won't waste your time by not telling you straight forward if the game is worth ( if you're buying it only for the career mode ). It is NOT!

CONS:
- After a couple of games you'd get the chance of giving an interview. You have to choose between 4 different options as answers on 3 questions that repeat themselfs and all of this only to boost a little bit of the morale on your players.

- If you play manager career and you're staying at the same team each season, your salary stays the same and it doesn't matter if you've claimed from League 2 to Premier League while other clubs that offer you a job also offer you x5 as much money as you're currently earning. ( Keep in mind that earning money as a manager does absolutely nothing but it would've been a nice and more realistic detail ).

- While negotiating on loaning one of your players you have the chance to debate on what % of that player salary you're willing to pay and 95% of the time it's 60/40 and the other 5% is 50/50. The game is coded in a way that allows you to lower it to 60/40 in your favour but not less than that.

- If you're negotiating on loaning one of your players and you pay attention on your budget you'll see that the less you pay the lower the budget becomes even though there's 0 logic behind it and math does not work that way.

- Players complain often and you have only 3 choices to answer with. 1 boosts their morale, 1 boosts it a little or it stays the same as it was and the last one lowers their morale. Nothing else changes.

- Youth academy overall potential is only visible while you're participating in tournaments. They should've made it visible in the youth squad as well to make it twice as easy and less time consuming to check it mostly because youth tournaments are useless as they do not boost the player developement.

- Player photos on EA generated players should've been updated by now. They're the same as in FC22/23/24 etc. We're at the point where AI can generate random profile images making it much easier to recognize players by their look not by checking OV, age or the position. Currently the random generated players have very similar look and are harder to tell apart when you open your whole squad.

- The comentators have 5 lines that are being repeated over and over and over again and it makes you turn them off. They should've added AI to the game with dynamic comentating. It is not unthinkible as we've seen similar stuff in other video games.

- There's nothing else to do apart from playing the matches, developing your youth squad and buying/selling players. As a manager they should've added something that makes the game a bit more fun and realistic. Stuff like market to boost your manager appearence with the money you've earned, clotches etc.

WHAT THEY COULD'VE ADDED TO MAKE THE GAME DIFFERENT FROM PREVIOUS FIFA GAMES AND MORE FUN:

- As mentioned above they could've added market, clotches or anything related to you as a manager to change your appearance with the money you've earned.

 - More options to answer the players that are complaining or just messaging you.

- Voice over when you're giving an interview before or after a game. Right now there's no voice over and you just see how your manager is moving his lips while giving an answer but no voice.

- More and different images on the EA generated players.

- Youth academy max potential inside the youth squad instead of having to participate in a tournament just to check it.

- More lines for the comentators or just use dynamic AI.

- When you're getting the manager of the year award or if your players are getting player of the season for example it's just a cinematic with no audio at all. They should've added some voice over when the award and winner are announced and at least a single line in response. Or anything different than what is now because it makes you skip it every single time. They could've also make it more interesting if you're just invited to that event with 2-3 more managers from different teams and all of you are nominated for manager of the year and you get to hear which one of you got the award.

I'll updated the review in the near future as I'm bored and too lazy to continue writing a review that will not change the game in any way as EA does not care about it. All they care about is the Ultimate team and how to get your money on the packs they're selling. #DontBuyIt",False,6028,this review be only towards the Career Mode in for a i wo n't waste your time by not tell you straight forward if the game be worth if you 're buy it only for the Career Mode it be not con after a couple of game you 'd get the chance of give an interview you have to choose between a different option a answer on a question that repeat themselves and all of this only to boost a little bit of the morale on your player if you play manager career and you 're stay at the same team each season your salary stay the same and it do n't matter if you 've claim from league a to premier league while other club that offer you a job also offer you of as much money a you 're currently earn keep in mind that earn money a a manager do absolutely nothing but it could 've be a nice and more realistic detail while negotiate on loan one of your player you have the chance to debate on what of that player salary you 're willing to pay and of of the time it 's of of and the other a be of of the game be cod in a way that allow you to lower it to of of in your favour but not less than that if you 're negotiate on loan one of your player and you pay attention on your budget you 'll see that the less you pay the low the budget become even though there 's a logic behind it and match do not work that way player complain often and you have only a choice to answer with a boost their morale a boost it a little or it stay the same a it be and the last one lower their morale nothing else change youth academy overall potential be only visible while you 're participate in tournament they should 've make it visible in the youth squad as well to make it twice a easy and less time consume to check it mostly because youth tournament be useless a they do not boost the player development player photo on sport generate player should 've be update by now they 're the same a in for a of of etc we 're at the point where a can generate random profile image make it much easy to recognize player by their look not by check of age or the position currently the random generate player have very similar look and be hard to tell apart when you open your whole squad the commentator have a line that be be repeat over and over and over again and it make you turn them off they should 've add a to the game with dynamic commentate it be not unthinkable a we 've see similar stuff in other video game there 's nothing else to do apart from play the match develop your youth squad and buy sell player a a manager they should 've add something that make the game a bit more fun and realistic stuff like market to boost your manager appearance with the money you 've earn clothes etc what they could 've add to make the game different from previous fife game and more fun a mention above they could 've add market clothes or anything relate to you a a manager to change your appearance with the money you 've earn more option to answer the player that be complain or just message you voice over when you 're give an interview before or after a game right now there 's no voice over and you just see how your manager be move his lip while give an answer but no voice more and different image on the sport generate player youth academy max potential inside the youth squad instead of have to participate in a tournament just to check it more line for the commentator or just use dynamic a when you 're get the manager of the year award or if your player be get player of the season for example it 's just a cinematic with no audio at all they should 've add some voice over when the award and winner be announce and at least a single line in response or anything different than what be now because it make you skip it every single time they could 've also make it more interesting if you 're just invite to that event with a a more manager from different team and all of you be nominate for manager of the year and you get to hear which one of you get the award i 'll update the review in the near FUTure a i 'm bored and too lazy to continue write a review that will not change the game in any way a sport do not care about it all they care about be the Ultimate Team and how to get your money on the pack they 're sell do but,Ultimate Team,Veteran (50+ hrs),Negative,Negative,Negative,Negative
"Worst game in history, not optimized and very buggy, as always. The fault is mine for keep buying this scum of game every year...",False,2092,bad game in history not optimize and very buggy a always the fault be mine for keep buying this scum of game every year,General,Regular (10-50 hrs),Negative,Negative,Negative,Negative
"worst football game, if you want to play a game that scripted and you don't have a full control of your team, this is the right game for you",False,20788,worst football game if you want to play a game that script and you do n't have a full control of your team this be the right game for you,Gameplay,Veteran (50+ hrs),Negative,Negative,Negative,Negative
"Still worth it to buy. Not very recommend but for the cheapest price than before, this one you should try first",True,1222,still worth it to buy not very recommend but for the cheap price than before this one you should try first,General,Regular (10-50 hrs),Neutral,Neutral,Neutral,Neutral
"ea app good，i will give all bad comments unless ea app is fixed,f u .",False,1115,sport app good will give all bad comment unless sport app be fix of a,General,Regular (10-50 hrs),Negative,Neutral,Negative,Negative
"♥♥♥♥♥♥ p2w game, if you have a ♥♥♥♥♥♥ network then you will lose most games. Unlocking the transfer market in this game is also near impossible to do unless you play against ai all the time
",False,1784,pow game if you have a network then you will lose most game unlock the transfer market in this game be also near impossible to do unless you play against a all the time,Ultimate Team,Regular (10-50 hrs),Negative,Negative,Negative,Negative
"It is spectacular game with stunning visuals and realistic gameplay and grahpics
i love p dideh",True,2277,it be spectacular game with stunning visuals and realistic game play and graphic i love pride,Gameplay,Regular (10-50 hrs),Positive,Negative,Positive,Positive
"EA Sports FC 25 is a fantastic evolution of the football simulation series, offering a more realistic and rewarding experience than ever before. The slower, tactical gameplay makes matches feel authentic, giving players the chance to build plays with precision rather than relying on arcade-style speed. Career mode has been expanded with smarter AI, deeper team management, and more meaningful rivalries, making progression feel immersive and personal. The addition of Hypermotion V and FC IQ technology enhances animations and player behavior, creating lifelike movement and smarter decision-making on the pitch. Palm City may not be here, but the stadiums and atmosphere are vibrant, capturing the thrill of real football. While minor bugs and clunky menus remain, the overall package is polished, strategic, and endlessly fun. FC 25 is a must-play for fans who want football that feels closer to the real thing.",True,1193,EA Sports FC 25 be a fantastic evolution of the football simulation series offer a more realistic and reward experience than ever before the slow tactical game play make match feel authentic give player the chance to build play with precision rather than rely on arcade style speed Career Mode have be expand with smarter a deep team management and more meaningful rivalry make progression feel immersive and personal the addition of hyper motion a and fri technology enhances animation and player behavior create lifelike movement and smarter decision make on the pitch palm city may not be here but the stadium and atmosphere be vibrant capture the thrill of real football while minor bug and clunky menu remain the overall package be polish strategic and endlessly fun for a be a must play for fan who want football that feel close to the real thing,Gameplay,Regular (10-50 hrs),Positive,Positive,Positive,Positive
"Gameplay feels off, actually worse than fc 24 if that is even possible",False,1914,game play feel off actually bad than for a if that be even possible,Gameplay,Regular (10-50 hrs),Negative,Negative,Negative,Negative
EA IS PILE OF MONIEZ GRABBING $HITE. GAME DOESNT WORK AFTER ONE YEAR. MY LAST EA SPORTS GAME 4 SHO,False,10554,sport be pile of monies grab site game do n't work after one year my last sport game a so,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
"IT LAGS AFTER PLAYING ONE GAME, IT NEEDS TO RESTART EVERY SINGLE TIME AND HAS BAD BUGS.",False,1244,it lag after play one game it need to restart every single time and have bad bug,General,Regular (10-50 hrs),Negative,Negative,Negative,Negative
I enjoy playing it to pass the time and improve bit by bit.,True,1861,i enjoy play it to pass the time and improve bit by bit,Gameplay,Regular (10-50 hrs),Neutral,Neutral,Neutral,Neutral
Good  runs and through balls make attack so much fun!,True,890,good run and through ball make attack so much fun,General,Regular (10-50 hrs),Positive,Neutral,Positive,Positive
Banger game if you are going to play manager career mode,True,13805,banger game if you be go to play manager Career Mode,Career Mode,Veteran (50+ hrs),Positive,Neutral,Positive,Positive
"so many bug, not worth it to bay and play, ♥♥♥♥ u EA
",False,5503,so many bug not worth it to bay and play a sport,Technical/Bugs,Veteran (50+ hrs),Negative,Negative,Negative,Negative
"♥♥♥♥♥♥♥ trash ass game, devs should kill themselves",True,3074,trash as game deus should kill themselves,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
Good memories multyplayer sucks based opinion?,False,4702,good memory multiplayer suck base opinion,General,Veteran (50+ hrs),Negative,Neutral,Negative,Negative
"nice game, better to play with ur friend",True,2613,nice game well to play with or friend,General,Regular (10-50 hrs),Neutral,Neutral,Neutral,Neutral
"good game. has unnecessary graphics though. fifa 22 is much better,",True,6457,good game have unnecessary graphic though if and be much good,General,Veteran (50+ hrs),Negative,Neutral,Negative,Negative
"More polished and optimized than 24. But FIFA being FIFA is janky and clunky at the worst possible moments. If you are a casual player, you will be fine with it. If you are a hardcore gamer, please stay away from this.",True,12024,more polished and optimized than of but fife be fife be jacky and clunky at the bad possible moment if you be a casual player you will be fine with it if you be a hardcore gamer please stay away from this,General,Veteran (50+ hrs),Negative,Neutral,Negative,Negative
"EA FC 25 looks better, feels smoother, but still brings the same mix of fun and frustration.

Career Mode is enjoyable, Ultimate Team is addictive (and sometimes painful 💀), and gameplay can feel great—until it suddenly doesn’t.

Winning feels amazing. Losing feels personal.

Yeah, there are issues—servers, scripting debates, and grind—but somehow you still come back for “one more match.”

You don’t just play FC…
you suffer and celebrate at the same time.

⭐ Fun, frustrating, and impossible to quit. 8/10",True,396,sport for a look good feel smoother but still bring the same mix of fun and frustration Career Mode be enjoyable Ultimate Team be addictive and sometimes painful and game play can feel great until it suddenly do n't win feel amaze losing feel personal yeah there be issue server script debate and grind but somehow you still come back for one more match you do just play pc you suffer and celebrate at the same time fun frustrating and impossible to quit a of,Gameplay,Novice (< 10 hrs),Positive,Neutral,Neutral,Neutral
"Thanks EA!
Your trashy cloud save system and even more awful in-game save system in this game just destroyed my whole 150 hours career saves and configs 
Every year instead of improving the career mode, you always manage to change something no one asked for
Players prices are completely absurd making it impossible to buy great young prospects 
What is the logic of lesser teams like sunderland and others offering 300 milions for a player
The UI is just so awful to navigate compared to the old ones
The social media is a cool feature but the news were way cooler
The hypermotion scenes, more often than not, are super distracting mid game
No one actually cares about Fabrizio Romano in the game
I don't need 4 warnings saying that I'm playing offline and that I won't be able to have some crap you guys try to offer
Please Guys just focus on making a good game that people actualy want to play to have fun, not this half baked crap you guys try to sell every year",False,11204,thanks sport your trashy cloud save system and even more awful in game save system in this game just destroy my whole a of hour career save and co fig every year instead of improve the Career Mode you always manage to change something no one ask for player price be completely absurd make it impossible to buy great young prospect what be the logic of less team like sunderland and others offer a of million for a player the i be just so awful to navigate compare to the old one the social medium be a cool feature but the news be way cooler the hyper motion scene more often than not be super distract mid game no one actually care about a brazil romano in the game i do n't need a warning say that i 'm play offline and that i wo n't be able to have some crap you guy try to offer please guy just focus on make a good game that people actually want to play to have fun not this half bake crap you guy try to sell every year,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
"nice game but dometimes difficult to login because EA Server, can it play without ea server please?",True,1331,nice game but sometimes difficult to login because sport server can it play without sport server please,Servers & Connection,Regular (10-50 hrs),Negative,Neutral,Negative,Negative
"Really loved this purchase.
A very good game with no cheaters unlike CS GO and CS2. That has been my worst ever purchase.
I really enjoy every bit of moment i spend in this game :)",True,14939,really love this purchase a very good game with no cheater unlike be go and csc that have be my bad ever purchase i really enjoy every bit of moment i spend in this game,General,Veteran (50+ hrs),Positive,Neutral,Positive,Positive
"so scripted mate
fix your game EA you're a multi billion dollar company",False,20623,so scripted mate fix your game sport you 're a multi billion dollar company,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
best game i have played some bugs if fixed i would be more happy,True,3204,best game i have play some bug if fix i would be more happy,General,Veteran (50+ hrs),Negative,Neutral,Negative,Negative
"overall a good experience , better than fc 24",True,5425,overall a good experience well than for a,General,Veteran (50+ hrs),Positive,Neutral,Positive,Positive
"from fifa 19 till now, just started playing player career :DDD",True,1097,from fife of till now just start play player career do,General,Regular (10-50 hrs),Positive,Neutral,Neutral,Neutral
The co op matching algorithm is really worst,False,1985,the coop match algorithm be really bad,General,Regular (10-50 hrs),Negative,Negative,Negative,Negative
just look at my play time hours and you will know its a 10/10 game,True,60727,just look at my play time hour and you will know it a of of game,General,Veteran (50+ hrs),Positive,Negative,Positive,Positive
good gamme download time a bit hard tho plan ahead .  play bayern,True,12316,good game download time a bit hard tho plan ahead play bayern,General,Veteran (50+ hrs),Neutral,Neutral,Neutral,Neutral
only play if you're interested in career mode nd all that stuff,True,642,only play if you 're interested in Career Mode and all that stuff,General,Regular (10-50 hrs),Negative,Negative,Negative,Negative
Good to rage-bait sensitive people like D.A,True,699,good to rage bait sensitive people like a,General,Regular (10-50 hrs),Negative,Negative,Negative,Negative
"This is one of the worst FIFA I've ever played, and I've played almost all of them since 09'. 
",False,5428,this be one of the bad fife i 've ever play and i 've play almost all of them since a of,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
THE WORST GAME I HAVE EVER PLAYED!!! ALL ROUND JUST TERRIBLE IN EVERY WAY.,False,13448,the bad game i have ever play all round just terrible in every way,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
"ronaldo joined derby county, very sexy",True,4236,ronald join derby county very sexy,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
Worst EA football/soccer game made,False,159043,bad sport football soccer game make,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
I spent 11 hours on the tutorial. Worth my money if you ask me,True,706,i spent of hour on the tutorial worth my money if you ask me,General,Regular (10-50 hrs),Negative,Negative,Negative,Negative
yes but u might crash out once in a while,True,18493,yes but a might crash out once in a while,Technical/Bugs,Veteran (50+ hrs),Negative,Neutral,Negative,Negative
THIS IS SO STUPID. MY EA ACCOUNT GOT HACKED AND I CANT PLAY THIS GAME FROM STEAM????? THIS IS ACTUALYY A$$,False,11208,this be so stupid my sport account get hacked and i cant play this game from steam this be actually a,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
games is so scripted and ♥♥♥♥,False,8504,game be so scripted and,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
fun and raging,True,8326,fun and raging,General,Veteran (50+ hrs),Negative,Neutral,Neutral,Neutral
"nice game, recommended
",True,6094,nice game recommend,General,Veteran (50+ hrs),Positive,Neutral,Positive,Positive
the game  is good it have futsal,True,2093,the game be good it have FUT sal,General,Regular (10-50 hrs),Neutral,Neutral,Neutral,Neutral
"EA PURE SH1T COMPANY, FUKC1NG AZZHOLES",False,1738,sport pure shoot company fuck a hole,General,Regular (10-50 hrs),Neutral,Negative,Negative,Negative
just more of old FIFA packaged with a new name,True,321,just more of old fife package with a new name,General,Novice (< 10 hrs),Negative,Negative,Negative,Negative
Another scripted d1ck h34d. kontol,False,7355,another script dick have control,General,Veteran (50+ hrs),Neutral,Neutral,Negative,Neutral
Unplayable mess of a game,False,545,unplayable mess of a game,General,Novice (< 10 hrs),Negative,Negative,Negative,Negative
"10/10, would recommend.",True,16140,of of would recommend,General,Veteran (50+ hrs),Positive,Positive,Positive,Positive
just play with u friend and enjoy this game,True,286,just play with a friend and enjoy this game,General,Novice (< 10 hrs),Neutral,Neutral,Neutral,Neutral
"Its FIFA, Who wont recommend this to play?",True,213,it fife who wont recommend this to play,General,Novice (< 10 hrs),Negative,Negative,Negative,Negative
"love this game, have fun everyday",True,2182,love this game have fun everyday,General,Regular (10-50 hrs),Positive,Positive,Positive,Positive
"very good gameplay
",True,390,very good game play,Gameplay,Novice (< 10 hrs),Positive,Neutral,Positive,Positive
i cant even open the game,False,511,i cant even open the game,General,Novice (< 10 hrs),Negative,Negative,Negative,Negative
my favorite game of all time,True,65936,my favourite game of all time,General,Veteran (50+ hrs),Positive,Positive,Positive,Positive
It's the world game.,True,4973,it 's the world game,General,Veteran (50+ hrs),Neutral,Neutral,Neutral,Neutral
really fun carreer mode,True,5224,really fun Career Mode,General,Veteran (50+ hrs),Positive,Neutral,Positive,Positive
Good game. Try.,True,2257,good game try,General,Regular (10-50 hrs),Neutral,Neutral,Neutral,Neutral
the best game ever,True,9215,the best game ever,General,Veteran (50+ hrs),Positive,Negative,Positive,Positive
too many cheaters now,False,12837,too many cheater now,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
this game is so scripted,False,1335,this game be so scripted,General,Regular (10-50 hrs),Negative,Negative,Negative,Negative
"would probably rape patrick dorgu
",True,8938,would probably rape patrick drug,General,Veteran (50+ hrs),Neutral,Neutral,Neutral,Neutral
never buy it for pc.,False,610,never buy it for pc,General,Regular (10-50 hrs),Negative,Negative,Negative,Negative
its raining tacos,True,6718,it raining taco,General,Veteran (50+ hrs),Neutral,Neutral,Neutral,Neutral
"its a great game
",True,2120,it a great game,General,Regular (10-50 hrs),Positive,Neutral,Positive,Positive
"i love the game
",True,1183,i love the game,General,Regular (10-50 hrs),Positive,Positive,Positive,Positive
rage inducing just what i need,True,4319,rage inducing just what i need,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
♥♥♥♥ this game,False,6062,this game,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
this game is  bull sh''.,False,11781,this game be bull she,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
Its kinda fun,True,705,it kinda fun,General,Regular (10-50 hrs),Neutral,Neutral,Neutral,Neutral
I Like this game,True,502,i like this game,General,Novice (< 10 hrs),Positive,Neutral,Positive,Positive
the best game,True,352,the best game,General,Novice (< 10 hrs),Positive,Positive,Positive,Positive
its very fun,True,8864,it very fun,General,Veteran (50+ hrs),Positive,Neutral,Positive,Positive
great game,True,278,great game,General,Novice (< 10 hrs),Positive,Positive,Positive,Positive
Great game,True,6030,great game,General,Veteran (50+ hrs),Positive,Neutral,Positive,Positive
Really really bad,False,24236,really really bad,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
i love fc 25 its so cool,True,1447,i love for a it so cool,General,Regular (10-50 hrs),Positive,Positive,Positive,Positive
Not recommended.,False,1350,not recommend,General,Regular (10-50 hrs),Negative,Negative,Negative,Negative
very cool,True,11512,very cool,General,Veteran (50+ hrs),Positive,Neutral,Positive,Positive
okaish with friends,True,2177,kish with friend,General,Regular (10-50 hrs),Neutral,Neutral,Neutral,Neutral
garbage scripted trash,False,3008,garbage script trash,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
Interested,True,1914,interested,General,Regular (10-50 hrs),Neutral,Neutral,Neutral,Neutral
goated,True,290,coat,General,Novice (< 10 hrs),Negative,Neutral,Positive,Negative
Football,True,608,football,General,Regular (10-50 hrs),Neutral,Neutral,Neutral,Neutral
EA App is ♥♥♥♥,False,9584,sport app be,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
"greedy company
",True,11824,greedy company,General,Veteran (50+ hrs),Negative,Negative,Negative,Negative
Not optimized for PC/Laptops,False,831,not optimize for pc laptop,General,Regular (10-50 hrs),Negative,Negative,Negative,Negative
wow sedap iler,True,3460,wow sedan filer,General,Veteran (50+ hrs),Neutral,Neutral,Neutral,Neutral
cool!,True,1946,cool,General,Regular (10-50 hrs),Positive,Neutral,Neutral,Neutral
play with rules,True,6053,play with rule,General,Veteran (50+ hrs),Neutral,Neutral,Neutral,Neutral
heavyy,True,1879,heavy,General,Regular (10-50 hrs),Neutral,Neutral,Neutral,Neutral
